national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description
375,III,Metang,Metang,steel,psychic,Iron Claw Pokémon,,,1.2,202.5,3,10240,60,75,100,55,80,50,Clear Body,,,Light Metal,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,0,0,Beldum,Level ,Metang,Level ,Metagross,,,,,,"Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers."
376,III,Metagross,Metagross,steel,psychic,Iron Leg Pokémon,,,1.6,550,3,10240,80,135,130,95,90,70,Clear Body,,,Light Metal,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,0,0,Beldum,Level ,Metang,Level ,Metagross,,,,Mega Metagross,,"Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy."
377,III,Regirock,Regirock,rock,,Rock Peak Pokémon,,,1.7,230,3,20480,80,100,200,50,100,50,Clear Body,,,Sturdy,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1,0,0,Regirock,,,,,,,,,,"Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost."
378,III,Regice,Regice,ice,,Iceberg Pokémon,,,1.8,175,3,20480,80,50,100,100,200,50,Clear Body,,,Ice Body,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1,0,0,Regice,,,,,,,,,,"With cold air that can reach temperatures as low as −328 degrees Fahrenheit, Regice instantly freezes any creature that approaches it."
379,III,Registeel,Registeel,steel,,Iron Pokémon,,,1.9,205,3,20480,80,75,150,75,150,50,Clear Body,,,Light Metal,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0,0,Registeel,,,,,,,,,,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.
380,III,Latias,Latias,dragon,psychic,Eon Pokémon,0,100,1.4,40,3,30720,80,80,90,110,130,110,Levitate,,,,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1,0,0,Latias,,,,,,,,Mega Latias,,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe."
381,III,Latios,Latios,dragon,psychic,Eon Pokémon,100,0,2,60,3,30720,80,90,80,130,110,110,Levitate,,,,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1,0,0,Latios,,,,,,,,Mega Latios,,Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.
382,III,Kyogre,Kyogre,water,,Sea Basin Pokémon,,,4.5,352,3,30720,100,100,90,150,140,90,Drizzle,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,Kyogre,,,,,,,,,,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise."
383,III,Groudon,Groudon,ground,,Continent Pokémon,,,3.5,950,3,30720,100,150,140,100,90,90,Drought,,,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,1,0,Groudon,,,,,,,,,,"Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature."
384,III,Rayquaza,Rayquaza,dragon,flying,Sky High Pokémon,,,7,206.5,45,30720,105,150,90,150,90,95,Air Lock,,,,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0,1,0,Rayquaza,,,,,,,,Mega Rayquaza,,Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.
385,III,Jirachi,Jirachi,steel,psychic,Wish Pokémon,,,0.3,1.1,3,30720,100,100,100,100,100,100,Serene Grace,,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,0,1,Jirachi,,,,,,,,,,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening."
386,III,Deoxys,Deoxys,psychic,,DNA Pokémon,,,1.7,60.8,3,30720,50,150,50,150,50,150,Pressure,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,1,Deoxys,,,,,,,,,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.
387,IV,Turtwig,Naetle,grass,,Tiny Leaf Pokémon,88.1,11.9,0.4,10.2,45,5120,55,68,64,45,55,31,Overgrow,,,Shell Armor,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Turtwig,Level ,Grotle,Level ,Torterra,,,,,,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
388,IV,Grotle,Hayashigame,grass,,Grove Pokémon,88.1,11.9,1.1,97,45,5120,75,89,85,55,65,36,Overgrow,,,Shell Armor,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Turtwig,Level ,Grotle,Level ,Torterra,,,,,,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell."
389,IV,Torterra,Dodaitose,grass,ground,Continent Pokémon,88.1,11.9,2.2,310,45,5120,95,109,105,75,85,56,Overgrow,,,Shell Armor,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,0,0,0,Turtwig,Level ,Grotle,Level ,Torterra,,,,,,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled."
390,IV,Chimchar,Hikozaru,fire,,Chimp Pokémon,88.1,11.9,0.5,6.2,45,5120,44,58,44,58,44,61,Blaze,,,Iron Fist,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Chimchar,Level ,Monferno,Level ,Infernape,,,,,,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.
391,IV,Monferno,Moukazaru,fire,fighting,Playful Pokémon,88.1,11.9,0.9,22,45,5120,64,78,52,78,52,81,Blaze,,,Iron Fist,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,0,0,Chimchar,Level ,Monferno,Level ,Infernape,,,,,,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.
392,IV,Infernape,Goukazaru,fire,fighting,Flame Pokémon,88.1,11.9,1.2,55,45,5120,76,104,71,104,71,108,Blaze,,,Iron Fist,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,0,0,Chimchar,Level ,Monferno,Level ,Infernape,,,,,,Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.
393,IV,Piplup,Pochama,water,,Penguin Pokémon,88.1,11.9,0.4,5.2,45,5120,53,51,53,61,56,40,Torrent,,,Defiant,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Piplup,Level ,Prinplup,Level ,Empoleon,,,,,,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
394,IV,Prinplup,Pottaishi,water,,Penguin Pokémon,88.1,11.9,0.8,23,45,5120,64,66,68,81,76,50,Torrent,,,Defiant,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Piplup,Level ,Prinplup,Level ,Empoleon,,,,,,"It lives alone, away from others. Apparently, every one of them believes it is the most important."
395,IV,Empoleon,Emperte,water,steel,Emperor Pokémon,88.1,11.9,1.7,84.5,45,5120,84,86,88,111,101,60,Torrent,,,Defiant,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,0,0,Piplup,Level ,Prinplup,Level ,Empoleon,,,,,,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.
396,IV,Starly,Mukkuru,normal,flying,Starling Pokémon,50,50,0.3,2,255,3840,40,55,30,30,30,60,Keen Eye,,,Reckless,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Starly,Level ,Staravia,Level ,Staraptor,,,,,,"They flock in great numbers. Though small, they flap their wings with great power."
397,IV,Staravia,Mukubird,normal,flying,Starling Pokémon,50,50,0.6,15.5,120,3840,55,75,50,40,40,80,Intimidate,,,Reckless,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Starly,Level ,Staravia,Level ,Staraptor,,,,,,"They maintain huge flocks, although fierce scuffles break out between various flocks."
398,IV,Staraptor,Mukuhawk,normal,flying,Predator Pokémon,50,50,1.2,24.9,45,3840,85,120,70,50,60,100,Intimidate,,,Reckless,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Starly,Level ,Staravia,Level ,Staraptor,,,,,,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.
399,IV,Bidoof,Bippa,normal,,Plump Mouse Pokémon,50,50,0.5,20,255,3840,59,45,40,35,40,31,Simple,Unaware,,Moody,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Bidoof,Level ,Bibarel,,,,,,,,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
400,IV,Bibarel,Beadaru,normal,water,Beaver Pokémon,50,50,1,31.5,127,3840,79,85,60,55,60,71,Simple,Unaware,,Moody,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,Bidoof,Level ,Bibarel,,,,,,,,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.
401,IV,Kricketot,Korobohshi,bug,,Cricket Pokémon,50,50,0.3,2.2,255,3840,37,25,41,25,41,25,Shed Skin,,,Run Away,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Kricketot,Level ,Kricketune,,,,,,,,It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.
402,IV,Kricketune,Korotock,bug,,Cricket Pokémon,50,50,1,25.5,45,3840,77,85,51,55,51,65,Swarm,,,Technician,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Kricketot,Level ,Kricketune,,,,,,,,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
403,IV,Shinx,Kolink,electric,,Flash Pokémon,50.2,49.8,0.5,9.5,235,5120,45,65,34,40,34,45,Rivalry,Intimidate,,Guts,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Shinx,Level ,Luxio,Level ,Luxray,,,,,,This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.
404,IV,Luxio,Luxio,electric,,Spark Pokémon,50.2,49.8,0.9,30.5,120,5120,60,85,49,60,49,60,Rivalry,Intimidate,,Guts,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Shinx,Level ,Luxio,Level ,Luxray,,,,,,"By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts."
405,IV,Luxray,Rentorar,electric,,Gleam Eyes Pokémon,50.2,49.8,1.4,42,45,5120,80,120,79,95,79,70,Rivalry,Intimidate,,Guts,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Shinx,Level ,Luxio,Level ,Luxray,,,,,,"Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick."
406,IV,Budew,Subomie,grass,poison,Bud Pokémon,50.2,49.8,0.2,1.2,255,5120,40,30,35,50,70,55,Natural Cure,Poison Point,,Leaf Guard,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Budew,Level Up with Happiness Value at 220 During the Day,Roselia,Use Shiny Stone,Roserade,,,,,,"The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased."
407,IV,Roserade,Roserade,grass,poison,Bouquet Pokémon,50.2,49.8,0.9,14.5,75,5120,60,70,65,125,105,90,Natural Cure,Poison Point,,Technician,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Budew,Level Up with Happiness Value at 220 During the Day,Roselia,Use Shiny Stone,Roserade,,,,,,"After captivating opponents with its sweet scent, it lashes them with its thorny whips."
408,IV,Cranidos,Zugaidos,rock,,Head Butt Pokémon,88.1,11.9,0.9,31.5,45,7680,67,125,40,30,30,58,Mold Breaker,,,Sheer Force,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Cranidos,Level ,Rampardos,,,,,,,,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within."
409,IV,Rampardos,Rampald,rock,,Head Butt Pokémon,88.1,11.9,1.6,102.5,45,7680,97,165,60,65,50,58,Mold Breaker,,,Sheer Force,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Cranidos,Level ,Rampardos,,,,,,,,"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets."
410,IV,Shieldon,Tatetops,rock,steel,Shield Pokémon,88.1,11.9,0.5,57,45,7680,30,42,118,42,88,30,Sturdy,,,Soundproof,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,Shieldon,Level ,Bastiodon,,,,,,,,"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough."
411,IV,Bastiodon,Torideps,rock,steel,Shield Pokémon,88.1,11.9,1.3,149.5,45,7680,60,52,168,47,138,30,Sturdy,,,Soundproof,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,Shieldon,Level ,Bastiodon,,,,,,,,"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored."
412,IV,Burmy,Minomucchi,bug,,Bagworm Pokémon,50,50,0.2,3.4,120,3840,40,29,45,29,45,36,Shed Skin,,,Overcoat,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Burmy,Female at Level,Wormadam,Male at Level,Mothim,,,,,,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,IV,Wormadam,Minomadam,bug,grass,Bagworm Pokémon,0,100,0.5,6.5,45,3840,60,59,85,79,105,36,Anticipation,,,Overcoat,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0,0,0,Burmy,Female at Level,Wormadam,Male at Level,Mothim,,,,,,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.
414,IV,Mothim,Gamale,bug,flying,Moth Pokémon,100,0,0.9,23.3,45,3840,70,94,50,94,50,66,Swarm,,,Tinted Lens,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Burmy,Female at Level,Wormadam,Male at Level,Mothim,,,,,,It loves the honey of flowers and steals honey collected by Combee.
415,IV,Combee,Mitsuhoney,bug,flying,Tiny Bee Pokémon,88.14,11.86,0.3,5.5,120,3840,30,30,42,30,42,70,Honey Gather,,,Hustle,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Combee,Female at Level ,Vespiquen,,,,,,,,The members of the trio spend all their time together. Each one has a slightly different taste in nectar.
416,IV,Vespiquen,Beequen,bug,flying,Beehive Pokémon,0,100,1.2,38.5,45,3840,70,80,102,80,102,40,Pressure,,,Unnerve,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Combee,Female at Level ,Vespiquen,,,,,,,,It skillfully commands its grubs in battles with its enemies. The grubs are willing to risk their lives to defend Vespiquen.
417,IV,Pachirisu,Pachirisu,electric,,EleSquirrel Pokémon,50,50,0.4,3.9,200,2560,60,45,70,45,90,95,Run Away,Pickup,,Volt Absorb,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Pachirisu,,,,,,,,,,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
418,IV,Buizel,Buoysel,water,,Sea Weasel Pokémon,50,50,0.7,29.5,190,5120,55,65,35,60,30,85,Swift Swim,,,Water Veil,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Buizel,Level ,Floatzel,,,,,,,,"It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
419,IV,Floatzel,Floazel,water,,Sea Weasel Pokémon,50,50,1.1,33.5,75,5120,85,105,55,85,50,115,Swift Swim,,,Water Veil,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Buizel,Level ,Floatzel,,,,,,,,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
420,IV,Cherubi,Cherinbo,grass,,Cherry Pokémon,50.2,49.8,0.4,3.3,190,5120,45,35,45,62,53,35,Chlorophyll,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Cherubi,Level ,Cherrim,,,,,,,,"It nimbly dashes about to avoid getting pecked by bird Pokémon that would love to make off with its small, nutrient-rich storage ball."
421,IV,Cherrim,Cherrim,grass,,Blossom Pokémon,50.2,49.8,0.5,9.3,75,5120,70,60,70,87,78,85,Flower Gift,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Cherubi,Level ,Cherrim,,,,,,,,"As a bud, it barely moves. It sits still, placidly waiting for sunlight to appear."
422,IV,Shellos,Karanakushi,water,,Sea Slug Pokémon,50.2,49.8,0.3,6.3,190,5120,76,48,48,57,62,34,Sticky Hold,Storm Drain,,Sand Force,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Shellos,Level ,Gastrodon,,,,,,,,"This Pokémon’s habitat shapes its physique. According to some theories, life in warm ocean waters causes this variation to develop."
423,IV,Gastrodon,Tritodon,water,ground,Sea Slug Pokémon,50.2,49.8,0.9,29.9,75,5120,111,83,68,92,82,39,Sticky Hold,Storm Drain,,Sand Force,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,0,0,Shellos,Level ,Gastrodon,,,,,,,,"Its search for food sometimes leads it onto land, where it leaves behind a sticky trail of slime as it passes through."
424,IV,Ambipom,Eteboth,normal,,Long Tail Pokémon,50,50,1.2,20.3,45,5120,75,100,66,60,66,115,Technician,Pickup,,Skill Link,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Aipom,Level up while knowing  Double Hit,Ambipom,,,,,,,,"In their search for comfortable trees, they get into territorial disputes with groups of Passimian. They win about half the time."
425,IV,Drifloon,Fuwante,ghost,flying,Balloon Pokémon,50.2,49.8,0.4,1.2,125,7680,90,50,34,60,44,70,Aftermath,Unburden,,Flare Boost,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,0,0,0,Drifloon,Level ,Drifblim,,,,,,,,"Perhaps seeking company, it approaches children. However, it often quickly runs away again when the children play too roughly with it."
426,IV,Drifblim,Fuwaride,ghost,flying,Blimp Pokémon,50.2,49.8,1.2,15,60,7680,150,80,44,90,54,80,Aftermath,Unburden,,Flare Boost,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,0,0,0,Drifloon,Level ,Drifblim,,,,,,,,"Some say this Pokémon is a collection of souls burdened with regrets, silently drifting through the dusk."
427,IV,Buneary,Mimirol,normal,,Rabbit Pokémon,50.2,49.8,0.4,5.5,190,5120,55,66,44,44,56,85,Run Away,Klutz,,Limber,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Buneary,Level Up with Happiness Value at 220,Lopunny,,,,,,,,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care."
428,IV,Lopunny,Mimilop,normal,,Rabbit Pokémon,50.2,49.8,1.2,33.3,60,5120,65,76,84,54,96,105,Cute Charm,Klutz,,Limber,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Buneary,Level Up with Happiness Value at 220,Lopunny,,,,,,Mega Lopunny,,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks."
429,IV,Mismagius,Mumargi,ghost,,Magical Pokémon,50,50,0.9,4.4,45,6400,60,60,60,105,105,105,Levitate,,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,0,0,Misdreavus,Use Dusk Stone,Mismagius,,,,,,,,"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people."
430,IV,Honchkrow,Dongkarasu,dark,flying,Big Boss Pokémon,50,50,0.9,27.3,30,5120,100,125,52,105,52,71,Insomnia,Super Luck,,Moxie,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,0,0,0,Murkrow,Use Dusk Stone,Honchkrow,,,,,,,,It will absolutely not forgive failure from or betrayal by its goons. It has no choice in this if it wants to maintain the order of the flock.
431,IV,Glameow,Nyarmar,normal,,Catty Pokémon,24.6,75.4,0.5,3.9,190,5120,49,55,42,42,37,85,Limber,Own Tempo,,Keen Eye,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Glameow,Level ,Purugly,,,,,,,,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,IV,Purugly,Bunyatto,normal,,Tiger Cat Pokémon,24.6,75.4,1,43.8,75,5120,71,82,64,64,59,112,Thick Fat,Own Tempo,,Defiant,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Glameow,Level ,Purugly,,,,,,,,It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.
433,IV,Chingling,Lisyan,psychic,,Bell Pokémon,50,50,0.2,0.6,120,6400,45,30,50,65,50,45,Levitate,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Chingling,Level Up with Happiness Value at 220 During the Night,Chimecho,,,,,,,,"Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries."
434,IV,Stunky,Skunpuu,poison,dark,Skunk Pokémon,50.2,49.8,0.4,19.2,225,5120,63,63,47,41,41,74,Stench,Aftermath,,Keen Eye,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,0,0,0,Stunky,Level ,Skuntank,,,,,,,,"From its rear, it sprays a foul-smelling liquid at opponents. It aims for their faces, and it can hit them from over 16 feet away."
435,IV,Skuntank,Skutank,poison,dark,Skunk Pokémon,50.2,49.8,1,38,60,5120,103,93,67,71,61,84,Stench,Aftermath,,Keen Eye,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,0,0,0,Stunky,Level ,Skuntank,,,,,,,,"In its belly, it reserves stinky fluid that it shoots from its tail during battle. As this Pokémon’s diet varies, so does the stench of its fluid."
436,IV,Bronzor,Dohmirror,steel,psychic,Bronze Pokémon,,,0.5,60.5,255,5120,57,24,86,24,86,23,Levitate,Heatproof,,Heavy Metal,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,0,0,Bronzor,Level ,Bronzong,,,,,,,,"It appears in ancient ruins. The pattern on its body doesn’t come from any culture in the Galar region, so it remains shrouded in mystery."
437,IV,Bronzong,Dohtakun,steel,psychic,Bronze Bell Pokémon,,,1.3,187,90,5120,67,89,116,79,116,33,Levitate,Heatproof,,Heavy Metal,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,0,0,Bronzor,Level ,Bronzong,,,,,,,,"Some believe it to be a deity that summons rain clouds. When angered, it lets out a warning cry that rings out like the tolling of a bell."
438,IV,Bonsly,Usohachi,rock,,Bonsai Pokémon,50.2,49.8,0.5,15,255,5120,50,80,95,10,45,10,Sturdy,Rock Head,,Rattled,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Bonsly,Level up while knowing  Mimic,Sudowoodo,,,,,,,,"It expels both sweat and tears from its eyes. The sweat is a little salty, while the tears have a slight bitterness."
439,IV,Mime Jr.,Manene,psychic,fairy,Mime Pokémon,50.2,49.8,0.6,13,145,6400,20,25,45,70,90,60,Soundproof,Filter,,Technician,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,0,0,Mime Jr.,Level up while knowing  Mimic,Mr. Mime,,,,,,,,"It mimics everyone it sees, but it puts extra effort into copying the graceful dance steps of Mr. Rime as practice."
440,IV,Happiny,Pinpuku,normal,,Playhouse Pokémon,0,100,0.6,24.4,130,10240,100,5,5,15,65,30,Natural Cure,Serene Grace,,Friend Guard,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Happiny,Level up during day while holding Oval Stone,Chansey,Level Up with Happiness Value at 220,Blissey,,,,,,"Mimicking Chansey, Happiny will place an egg- shaped stone in its belly pouch. Happiny will treasure this stone."
